0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165,166,167,168,169,170,171,172,173,174,175,176,177,178,179,180,181,182,183,184,185,186,187,188,189,190,191,192,193,194,195,196,197,198,199,200,201,202,203,204,205,206,207,208,209,210,211,212
1,3,3,5,5,1,1,4,5,1,1,1,5,2,1,1,5,5,5,4,2,5,5,1,5,5,5,5,4,5,1,5,1,1,1,1,5,1,5,3,3,1,3,2,1,1,1,4,1,1,3,4,4,3,4,3,1,5,4,4,2,1,4,1,2,4,4,4,4,4,4,1,4,1,4,4,4,1,2,4,4,4,4,1,3,4,2,4,1,4,4,5,4,5,4,2,1,1,1,4,2,4,3,2,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,1,0,0,1,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,1,1,33,22,40,29,14,8,9,8,13,15,17,10,13,10,6,1,6,12,10,9,60.71428571,34.375,65.625,75,62.5,42.85714286,25,35.71428571,56.25,31,0,0,1,1,0,12,8,17,14,7,14,6,2,10,17
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,1,5,1,5,1,5,4,5,5,5,1,5,3,5,5,5,1,1,5,5,5,1,5,5,5,1,5,5,5,1,5,5,5,5,5,1,5,1,5,5,5,1,5,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,1,0,1,0,0,0,1,0,0,0,1,1,1,1,0,0,0,0,1,0,0,1,0,1,0,0,1,1,1,0,0,0,1,0,0,1,42,36,45,42,14,16,10,10,15,15,20,15,20,12,6,1,6,15,11,15,0,0,0,0,0,0,0,0,75,19,1,1,1,1,0,21,10,20,15,7,25,4,6,11,21
1,1,1,1,1,1,1,1,1,2,1,2,5,2,2,2,2,1,2,2,2,2,3,3,2,1,2,3,2,2,1,3,1,4,1,2,1,2,2,2,3,2,2,3,3,2,3,2,2,1,2,1,4,1,4,2,1,1,1,1,5,2,3,2,3,2,3,2,3,2,3,3,2,3,3,2,3,2,3,2,2,3,2,3,3,2,3,3,3,2,3,2,2,3,2,3,3,2,3,2,3,2,3,2,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,1,0,0,1,0,1,0,0,1,0,0,0,1,1,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1,26,26,26,27,23,15,5,5,8,8,12,8,12,9,12,2,6,7,7,8,0,18.75,21.875,28.125,25,28.57142857,35.71428571,21.42857143,71.875,19,0,1,0,0,0,18,5,11,10,8,14,12,5,7,14
2,4,3,4,3,2,3,3,2,2,3,4,2,4,2,4,4,4,4,2,3,4,4,2,3,4,3,4,2,2,2,2,2,2,2,3,2,4,4,4,4,2,2,1,1,2,4,4,4,2,3,4,3,4,3,4,4,2,4,2,2,2,4,4,3,4,4,4,4,4,3,2,4,4,3,4,4,3,4,3,4,4,4,4,3,2,4,4,3,5,4,4,3,2,2,2,3,2,4,4,1,4,4,4,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,38,19,33,26,27,8,4,7,10,11,16,7,11,10,14,4,5,11,14,9,57.14285714,40.625,59.375,53.125,33.33333333,42.85714286,32.14285714,60.71428571,37.5,18,1,0,1,0,1,10,7,14,12,5,14,14,7,14,18
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,1,1,1,1,5,1,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,1,0,0,0,1,1,0,0,0,0,1,0,0,1,30,24,27,27,24,12,6,6,9,9,12,9,12,9,12,3,6,9,9,9,0,0,0,0,0,0,0,0,96.875,19,0,0,0,0,0,15,6,12,9,6,15,12,6,9,15
3,2,3,1,2,2,3,4,4,2,4,2,2,3,2,4,4,4,3,2,3,2,4,2,3,4,2,3,3,1,1,2,3,1,2,2,1,3,1,4,2,2,2,1,1,4,2,4,5,1,4,4,3,4,4,3,2,4,2,4,3,4,3,2,3,4,4,5,4,5,4,1,3,4,3,4,4,4,4,4,4,5,4,3,4,2,3,3,3,4,4,4,2,2,4,2,3,2,4,3,2,4,4,4,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,1,0,1,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,1,36,21,34,20,26,9,4,8,11,12,15,8,9,7,14,2,6,11,12,11,35.71428571,46.875,65.625,43.75,29.16666667,25,32.14285714,57.14285714,50,19,1,0,1,0,1,11,8,16,11,3,12,14,5,12,17
2,2,3,2,4,2,2,4,3,1,1,4,4,2,2,3,2,4,3,2,2,2,4,2,4,4,4,4,3,3,2,2,4,4,2,2,2,2,2,3,2,3,1,1,1,1,2,1,3,1,3,3,3,3,2,2,4,4,2,2,3,2,3,2,2,4,4,4,4,4,3,2,4,4,2,2,3,2,2,2,4,4,2,2,2,2,2,2,2,2,4,3,3,3,3,3,2,3,4,4,4,3,4,2,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,1,1,0,0,0,0,1,0,1,0,25,19,33,27,23,10,5,5,11,11,14,10,11,9,12,2,6,10,6,6,46.42857143,40.625,40.625,50,50,35.71428571,17.85714286,28.57142857,62.5,18,0,0,1,0,0,11,5,15,11,6,15,11,4,6,15
2,2,2,2,2,2,2,3,3,2,2,3,3,2,2,3,2,2,3,2,2,2,2,2,3,2,2,2,2,2,2,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,1,4,3,3,3,2,2,2,2,3,2,4,1,4,3,4,3,4,4,4,3,4,3,4,4,4,2,3,4,3,4,3,3,4,3,4,4,3,4,4,5,4,4,4,4,3,4,3,4,2,4,3,4,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,38,26,33,33,20,12,7,8,11,11,16,12,14,11,11,1,6,12,12,12,25,37.5,34.375,28.125,20.83333333,25,25,17.85714286,59.375,17,1,1,1,1,0,14,8,15,11,7,18,10,4,12,18
3,3,4,2,3,3,2,2,2,2,2,3,3,3,2,2,4,5,4,3,4,4,3,3,3,3,3,4,2,3,4,4,2,1,1,1,1,3,3,4,4,1,3,4,1,4,2,2,2,3,2,2,3,3,4,2,4,4,2,3,2,3,2,2,4,4,4,4,4,4,3,1,4,3,3,3,4,3,4,4,5,5,5,5,4,3,4,2,4,4,4,4,4,3,4,3,3,4,3,4,3,3,4,3,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,1,0,1,1,0,0,1,0,0,0,0,0,1,1,1,0,0,1,1,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,1,0,1,1,35,19,33,24,22,8,6,6,10,12,15,11,9,8,12,2,5,11,10,12,50,34.375,59.375,56.25,54.16666667,21.42857143,50,28.57142857,53.125,26,1,0,1,0,0,10,6,15,12,5,13,12,6,10,17
3,4,3,4,3,2,3,3,2,2,3,4,3,2,2,5,4,4,4,2,4,4,4,3,4,4,3,4,2,2,2,2,2,2,2,4,2,5,4,4,4,2,1,1,1,2,4,4,4,2,4,4,3,4,3,4,4,2,4,3,2,2,3,4,3,4,4,4,3,4,3,2,4,4,3,4,4,4,4,3,4,4,4,3,3,2,4,4,2,5,4,4,3,2,2,2,2,2,4,4,1,4,4,4,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,1,0,0,1,0,1,0,0,0,1,0,1,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,38,19,34,24,28,8,4,7,10,12,16,6,11,9,15,4,5,11,14,9,64.28571429,43.75,62.5,62.5,33.33333333,50,28.57142857,64.28571429,34.375,18,1,0,1,0,1,10,7,14,12,4,14,15,6,14,18
1,1,1,1,1,1,1,4,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,2,1,1,1,1,1,1,1,1,1,1,1,1,4,1,1,1,1,1,1,1,5,1,5,1,4,1,4,2,5,5,5,1,5,5,5,5,5,1,1,5,2,4,2,5,5,5,1,4,1,4,5,5,5,5,5,5,1,4,2,5,1,5,2,5,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,1,1,0,0,0,1,0,0,1,44,35,43,40,13,15,10,10,14,15,19,14,17,14,9,1,2,15,14,14,0,15.625,0,0,0,7.142857143,3.571428571,0,84.375,19,1,1,1,1,0,20,10,18,15,9,21,5,2,14,21
3,3,2,3,2,2,2,3,2,4,2,2,2,2,2,3,2,2,3,2,2,4,4,3,2,2,4,5,5,2,5,4,3,2,2,2,2,2,3,4,2,3,2,3,2,4,2,2,5,2,2,2,4,3,2,3,2,3,1,3,4,4,2,2,4,2,2,4,4,4,4,2,3,3,4,3,2,4,2,4,3,4,4,2,4,3,3,4,4,4,2,2,2,2,2,4,4,2,2,4,2,3,4,3,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,1,0,0,1,1,0,0,0,0,1,1,0,0,39,29,24,21,23,15,5,7,7,8,11,6,10,7,9,2,8,12,11,12,35.71428571,34.375,31.25,46.875,75,32.14285714,46.42857143,39.28571429,65.625,18,1,1,0,0,0,18,7,11,8,4,13,10,6,11,20
2,2,2,2,3,3,3,4,2,2,2,3,3,2,2,2,2,2,3,3,2,3,3,2,2,3,2,3,1,1,3,2,2,1,1,2,2,2,1,3,3,2,3,1,1,1,1,1,1,1,2,4,3,2,1,1,1,5,1,1,5,2,4,1,3,2,4,3,4,4,3,1,4,3,3,4,4,3,3,4,2,2,3,2,3,4,2,3,2,3,2,4,2,3,3,4,2,3,3,3,2,4,3,4,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,1,0,1,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,34,32,35,28,21,17,7,7,12,13,14,9,11,11,11,1,6,10,11,10,32.14285714,43.75,28.125,37.5,25,10.71428571,25,17.85714286,90.625,18,0,1,1,0,0,21,7,14,13,6,16,11,3,11,16
1,1,1,1,1,3,3,4,4,5,3,3,5,2,2,3,2,1,1,1,1,1,1,1,1,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,2,2,3,3,4,2,4,4,3,3,2,4,2,4,4,4,4,4,2,3,4,4,4,4,4,3,4,2,4,3,2,4,4,2,3,4,4,2,4,3,4,4,4,3,2,3,3,2,4,4,4,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,1,1,0,0,1,0,0,0,0,0,1,0,1,1,0,0,0,0,1,0,0,1,1,0,0,1,1,1,1,0,0,0,1,0,1,0,37,32,34,23,24,16,8,8,12,11,15,8,11,8,12,2,8,11,12,12,0,68.75,18.75,9.375,0,0,0,0,62.5,19,1,1,1,0,0,20,8,16,11,4,13,10,6,12,17
2,2,2,2,2,2,2,3,2,3,2,3,3,2,2,2,2,4,2,2,2,2,2,2,3,3,2,2,2,2,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,2,2,3,2,2,2,2,3,3,2,3,3,3,3,3,3,2,3,4,2,4,4,4,3,4,3,2,4,4,2,2,4,3,4,2,4,4,4,4,2,2,4,3,4,4,4,4,4,4,4,3,4,4,4,4,4,3,4,4,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,1,28,19,31,27,27,10,6,5,10,10,15,11,11,9,15,4,6,10,10,6,32.14285714,37.5,34.375,31.25,25,32.14285714,25,32.14285714,53.125,19,0,0,0,0,1,11,5,14,12,5,15,13,8,10,14
4,3,2,2,2,1,3,3,3,3,3,3,3,2,2,3,1,1,2,2,1,1,2,3,3,3,3,4,4,3,3,3,4,4,3,3,2,5,2,2,3,1,1,1,1,1,2,3,3,3,1,1,4,2,2,3,1,4,2,2,4,4,2,2,4,2,4,4,4,4,4,2,4,4,4,4,4,2,3,4,4,4,2,4,4,2,4,3,4,3,4,4,4,4,4,4,4,3,2,4,2,4,4,4,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,1,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,0,1,0,1,0,1,1,37,26,30,28,21,12,6,8,10,10,14,11,13,8,11,2,6,12,11,12,32.14285714,43.75,21.875,31.25,62.5,53.57142857,10.71428571,28.57142857,75,17,1,1,0,0,0,14,8,14,10,6,16,9,6,11,18
2,1,2,2,1,2,2,3,2,2,2,1,4,1,1,1,1,5,2,1,1,1,3,1,1,2,1,4,4,3,2,2,2,4,2,1,4,2,1,3,5,2,1,1,1,1,3,1,1,1,1,1,3,2,2,4,3,3,1,4,3,2,5,4,4,5,4,5,3,5,4,2,3,4,3,4,3,4,5,4,4,3,5,4,4,4,4,4,3,4,3,4,4,3,4,2,4,2,5,4,2,3,5,3,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,1,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,1,37,23,29,23,29,10,7,8,10,10,13,8,10,9,17,4,5,12,11,12,21.42857143,31.25,21.875,9.375,45.83333333,39.28571429,25,17.85714286,56.25,19,1,0,0,0,1,13,8,13,11,3,11,16,7,11,18
3,4,2,3,3,3,4,5,3,2,4,2,4,4,4,5,1,1,5,3,3,3,2,2,1,3,3,3,4,3,3,2,3,2,1,3,2,3,1,4,4,1,3,2,1,3,5,3,4,2,4,1,3,5,1,4,1,3,2,5,3,4,4,3,3,2,4,5,3,5,3,3,4,4,4,4,4,4,5,4,1,4,4,2,3,3,2,3,4,4,4,4,3,2,3,4,4,3,4,4,3,3,5,3,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,1,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,1,1,36,28,30,23,31,14,5,7,12,9,13,8,9,9,16,3,8,13,10,10,42.85714286,59.375,53.125,37.5,50,35.71428571,39.28571429,60.71428571,50,17,1,1,0,0,1,17,7,16,9,3,13,16,7,10,19
3,4,4,3,3,2,3,3,2,2,4,3,3,2,2,2,3,2,3,2,2,2,4,4,3,2,2,4,4,3,3,3,3,2,3,1,1,1,1,3,3,3,3,1,1,1,2,2,2,4,3,1,4,3,2,3,3,4,3,2,4,2,4,2,4,2,4,4,3,4,4,2,4,5,5,5,5,5,5,5,3,3,2,2,3,2,3,4,4,5,4,4,3,4,4,4,4,4,4,4,2,3,4,4,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,1,40,28,32,28,29,13,6,9,11,10,15,9,13,10,17,2,8,13,13,12,64.28571429,43.75,34.375,40.625,58.33333333,10.71428571,28.57142857,32.14285714,62.5,22,1,1,0,0,1,15,9,14,13,3,18,14,6,13,18
4,3,5,5,5,2,3,4,2,3,2,4,4,4,3,4,4,4,4,2,2,2,4,2,2,3,2,3,2,2,2,3,3,4,2,3,2,3,2,3,2,3,4,3,4,4,3,4,4,3,4,2,3,4,4,4,4,3,3,4,3,4,3,4,4,3,3,4,3,3,3,2,3,4,3,4,4,4,4,4,4,4,4,4,4,3,4,4,4,3,4,4,3,3,4,3,4,4,4,4,4,4,4,4,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,1,33,23,29,25,28,10,6,7,9,10,14,10,11,8,15,4,6,10,9,12,89.28571429,50,71.875,34.375,37.5,46.42857143,57.14285714,60.71428571,34.375,26,0,0,0,0,1,13,7,13,10,4,15,14,8,9,16
2,2,2,2,2,3,3,2,2,2,2,3,3,3,3,2,2,2,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2,2,3,3,3,2,2,3,2,3,3,2,2,2,2,2,3,3,2,2,2,4,2,2,3,3,4,3,3,3,4,4,3,3,3,2,4,4,3,3,3,2,3,3,3,3,2,3,3,3,3,4,3,3,4,3,3,3,4,3,3,4,4,4,3,3,3,3,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,1,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,1,1,0,0,30,23,29,32,26,11,6,6,10,10,12,12,14,10,14,3,6,10,9,9,25,37.5,34.375,28.125,25,32.14285714,39.28571429,28.57142857,68.75,18,0,0,0,1,1,14,6,13,10,6,19,13,6,9,15
4,5,2,3,5,3,3,2,2,1,1,2,1,1,4,1,2,4,2,2,3,3,4,1,2,1,3,4,1,5,4,2,1,1,1,3,1,3,4,3,1,5,2,1,1,3,5,4,4,2,3,2,3,3,1,3,1,3,4,1,4,4,3,4,3,4,3,5,2,5,3,3,4,5,3,3,3,1,4,4,5,2,3,1,3,2,4,4,5,2,4,3,4,4,4,2,5,3,4,5,1,3,3,2,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,1,1,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,1,1,0,1,0,1,0,1,0,0,0,0,1,0,0,1,0,1,1,0,0,34,19,22,30,33,9,6,6,8,7,10,12,14,8,17,4,10,13,9,10,53.57142857,21.875,31.25,34.375,45.83333333,25,32.14285714,57.14285714,65.625,19,0,0,0,1,1,11,6,10,8,6,17,14,9,9,18
2,3,2,3,3,4,4,3,3,3,2,2,2,2,2,2,3,2,3,2,2,2,4,2,4,4,4,4,4,2,3,2,2,1,1,2,1,1,2,2,3,2,1,1,1,1,2,3,2,1,3,4,4,3,2,2,2,4,3,3,3,2,3,2,4,2,4,4,4,4,4,1,4,4,3,4,4,2,4,4,3,4,3,3,4,2,4,3,4,4,4,4,4,3,4,4,4,2,4,3,2,4,2,4,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,1,0,36,26,33,29,26,12,5,8,10,11,16,10,14,9,14,2,7,10,12,12,39.28571429,46.875,37.5,50,45.83333333,7.142857143,14.28571429,35.71428571,65.625,19,1,1,1,1,1,14,8,14,13,6,16,13,6,12,16
3,3,4,4,3,3,3,3,2,4,3,4,3,2,2,3,2,3,3,3,2,4,4,3,3,2,1,3,2,3,3,3,4,3,3,2,3,3,4,3,2,2,1,1,1,2,3,3,3,1,2,1,4,3,2,2,3,3,2,4,3,2,3,1,4,3,4,5,3,4,4,1,5,5,3,4,4,5,5,5,4,4,4,3,3,2,1,4,5,5,5,5,3,3,4,2,3,1,5,3,1,3,5,5,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,1,0,0,0,0,1,0,1,0,39,21,37,21,30,8,5,8,14,13,15,6,10,9,18,1,8,10,15,12,53.57142857,53.125,40.625,43.75,50,53.57142857,17.85714286,32.14285714,59.375,18,1,0,1,0,1,11,8,18,13,2,13,16,6,15,15
3,3,4,2,1,2,2,3,3,4,1,4,2,1,2,1,3,4,2,3,1,2,3,2,2,2,3,2,1,1,5,2,5,2,1,1,3,3,2,5,5,4,3,1,1,2,1,4,3,4,3,3,3,4,4,4,5,5,1,3,2,1,4,3,2,4,3,4,4,2,2,1,3,3,3,2,1,1,1,1,5,5,5,4,1,3,4,4,5,3,5,3,3,5,5,2,3,1,3,4,2,2,4,2,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,1,0,0,1,0,0,1,1,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,1,0,0,23,15,29,25,20,6,8,4,8,11,13,11,10,9,9,3,7,9,9,4,46.42857143,40.625,37.5,31.25,41.66666667,28.57142857,50,53.57142857,46.875,24,0,0,0,0,0,9,4,13,11,7,11,7,8,9,11
3,5,4,5,5,1,1,4,1,2,1,4,4,3,3,5,3,3,4,2,5,1,4,2,1,1,2,5,5,1,3,1,1,4,1,5,5,5,5,2,2,2,1,1,1,4,5,4,2,1,2,1,4,5,2,3,4,4,2,5,4,2,4,2,2,3,3,4,4,4,4,1,4,5,4,4,4,4,4,4,4,5,5,2,2,2,2,2,2,2,5,5,5,3,4,4,4,3,5,4,2,3,4,3,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,1,0,1,0,0,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,1,0,1,1,0,0,31,24,35,25,27,11,5,8,12,12,16,9,10,10,16,2,6,12,9,8,78.57142857,31.25,59.375,31.25,41.66666667,82.14285714,21.42857143,39.28571429,46.875,18,0,0,1,0,1,12,8,17,13,4,12,14,4,9,16
2,2,2,4,4,5,4,3,1,2,2,3,4,4,2,2,2,2,5,4,4,4,5,3,4,4,4,4,2,3,4,1,4,2,1,2,1,3,2,2,2,2,2,3,1,3,2,3,4,2,4,2,1,4,1,3,2,3,3,3,4,1,1,3,3,2,4,5,3,4,3,1,1,4,4,3,4,5,2,3,3,3,5,2,3,3,1,3,1,5,3,4,1,3,1,3,1,1,4,4,1,1,5,5,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,1,0,1,0,0,0,1,0,0,0,1,1,0,1,0,0,0,0,1,0,1,0,0,1,0,0,1,1,1,0,0,0,1,0,1,1,41,26,36,11,24,13,6,6,13,14,13,3,6,3,13,3,5,12,15,9,39.28571429,50,50,75,50,25,28.57142857,42.85714286,50,19,1,1,1,0,0,17,6,16,14,2,7,12,4,15,20
4,3,4,4,3,1,1,3,5,2,2,3,3,3,2,2,3,3,1,2,2,4,3,1,3,2,2,4,3,3,3,3,3,3,2,2,2,4,2,3,1,1,1,1,1,1,4,4,4,1,1,4,3,3,1,3,1,3,1,3,4,3,3,3,3,3,4,4,2,4,4,2,4,5,3,3,3,3,3,3,2,4,4,2,4,2,2,2,3,4,4,4,3,3,3,3,3,3,3,3,2,4,4,3,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,1,0,1,1,0,0,34,25,33,24,28,13,5,7,12,11,14,9,9,9,15,3,7,10,11,10,53.57142857,37.5,34.375,34.375,54.16666667,42.85714286,7.142857143,50,68.75,18,0,1,1,0,1,15,7,16,10,5,13,13,6,11,17
1,1,1,1,3,3,3,3,3,2,2,3,4,3,4,3,2,4,4,2,1,5,5,4,4,5,4,5,4,4,4,3,2,1,1,3,1,4,3,2,2,3,1,1,1,2,4,4,4,4,4,4,4,3,2,4,2,3,2,4,3,3,3,4,3,3,4,4,3,4,3,3,3,4,3,3,4,4,4,3,3,4,4,4,3,3,3,2,4,3,4,4,2,3,3,3,4,2,3,4,2,4,4,3,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,1,0,0,0,1,1,0,0,0,0,1,1,1,0,33,23,31,20,27,11,6,6,11,9,15,7,8,8,14,4,6,11,10,9,14.28571429,46.875,59.375,68.75,66.66666667,35.71428571,17.85714286,75,56.25,19,0,0,0,0,1,14,6,15,10,4,11,13,8,10,17
4,2,3,2,4,2,3,2,4,2,3,3,3,3,3,3,2,2,4,3,4,4,4,3,3,2,2,4,2,2,2,3,1,3,4,4,1,4,2,3,2,2,2,2,2,2,3,3,3,2,2,2,3,3,4,3,3,4,2,4,5,1,5,5,5,1,5,5,5,5,5,1,5,5,5,5,5,5,5,5,5,5,5,5,5,1,1,5,1,5,5,5,5,1,5,5,1,5,5,5,1,1,5,1,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,1,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,1,1,1,1,0,0,1,1,1,0,0,42,28,41,29,28,12,2,10,15,15,16,11,12,11,16,5,2,15,11,15,50,43.75,46.875,53.125,33.33333333,53.57142857,28.57142857,35.71428571,50,19,1,1,1,1,1,13,10,20,15,2,17,16,6,11,21
